SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,April-20-2021,Single Family Residential,627 Skyview Dr,Nashville,TN,37206,400000,3,1.0,Rolling Acres,1704,11325,1945,,235,,Sold,,,https://www.redfin.com/TN/Nashville/627-Skyview-Dr-37206/home/108124220,REALTRACS,2231104,N,Y,36.1800263,-86.7314414
PAST SALE,May-12-2021,Single Family Residential,1613 Jacksons Valley Pl,Hermitage,TN,37076,361000,3,2.0,Ridgemere,1895,16117,1992,,191,,Sold,,,https://www.redfin.com/TN/Hermitage/1613-Jacksons-Valley-Pl-37076/home/107977773,REALTRACS,2243115,N,Y,36.188682,-86.6039739
PAST SALE,June-3-2021,Single Family Residential,2076 Stanford Village Dr,Antioch,TN,37013,336000,3,2.5,Stanford Village,1641,9147,2001,,205,25,Sold,,,https://www.redfin.com/TN/Antioch/2076-Stanford-Village-Dr-37013/home/108098604,REALTRACS,2249303,N,Y,36.0215742,-86.6890057
PAST SALE,June-21-2021,Single Family Residential,1827 Cephas St,Nashville,TN,37208,460000,3,2.0,Cephas Woodard,1779,5662,2017,,259,,Sold,,,https://www.redfin.com/TN/Nashville/1827-Cephas-St-37208/home/87804189,REALTRACS,2253455,N,Y,36.1820588,-86.8065578
PAST SALE,August-5-2021,Single Family Residential,7620 Staffordshire Dr,Nashville,TN,37221,475000,3,2.5,Sheffield On The Harpeth,1843,11325,1987,,258,75,Sold,,,https://www.redfin.com/TN/Nashville/7620-Staffordshire-Dr-37221/home/60866359,REALTRACS,2267139,N,Y,36.0640803,-86.9716672
PAST SALE,August-20-2021,Single Family Residential,189 53rd Ave N,Nashville,TN,37209,425000,2,1.0,Sylvan Park,993,6098,1963,,428,,Sold,,,https://www.redfin.com/TN/Nashville/189-53rd-Ave-N-37209/home/87805309,REALTRACS,2279517,N,Y,36.1453429,-86.8510314
PAST SALE,July-9-2021,Single Family Residential,159 Tusculum Rd,Antioch,TN,37013,250000,2,1.0,Colemont,1024,15681,1940,,244,,Sold,,,https://www.redfin.com/TN/Antioch/159-Tusculum-Rd-37013/home/107991062,REALTRACS,2253578,N,Y,36.0535182,-86.6911305
PAST SALE,February-23-2021,Single Family Residential,1414 Timber Valley Dr,Nashville,TN,37214,230000,5,2.0,Percy Priest Woods,1872,4791,1984,,123,,Sold,,,https://www.redfin.com/TN/Nashville/1414-Timber-Valley-Dr-37214/home/108053303,REALTRACS,2223439,N,Y,36.1291096,-86.6377663
PAST SALE,,Single Family Residential,518 E Maple St,Madison,TN,37115,184830,2,1.0,,757,9148,1935,,244,,,,,https://www.redfin.com/TN/Madison/518-E-Maple-St-37115/home/60735994,,,N,Y,36.26124,-86.7020859
PAST SALE,August-27-2021,Single Family Residential,702 Ries Ave,Nashville,TN,37209,325000,3,1.0,Moss Wood,912,8276,1960,,356,,Sold,,,https://www.redfin.com/TN/Nashville/702-Ries-Ave-37209/home/101096944,REALTRACS,2277242,N,Y,36.1602809,-86.8727828
PAST SALE,May-14-2021,Condo/Co-op,850 Kirkwood Ave Unit B,Nashville,TN,37204,289900,2,1.0,Kirkwood Glen,864,871,1959,,336,220,Sold,,,https://www.redfin.com/TN/Nashville/850-Kirkwood-Ave-37204/unit-B/home/101643885,REALTRACS,2242674,N,Y,36.120882,-86.78221
PAST SALE,April-16-2021,Townhouse,2120 Lebanon Pike #104,Nashville,TN,37210,230000,3,2.5,Easthaven,1452,871,2003,,158,125,Sold,,,https://www.redfin.com/TN/Nashville/2120-Lebanon-Pike-37210/unit-104/home/60656378,REALTRACS,2234937,N,Y,36.1635806,-86.7026493
PAST SALE,May-27-2021,Condo/Co-op,4807 Tennessee Ave Unit A,Nashville,TN,37209,650000,3,2.5,The Nations,2262,,2019,,287,,Sold,,,https://www.redfin.com/TN/Nashville/4807-Tennessee-Ave-37209/unit-A/home/170540459,REALTRACS,2243508,N,Y,36.1607649,-86.8458959
PAST SALE,September-23-2021,Condo/Co-op,5756 Brentwood Trce,Brentwood,TN,37027,230000,2,1.0,Brentwood Trace,992,871,1979,,232,200,Sold,,,https://www.redfin.com/TN/Brentwood/5756-Brentwood-Trce-37027/home/108012445,REALTRACS,2287488,N,Y,36.039459,-86.775522
PAST SALE,June-4-2021,Single Family Residential,5137 Highlander Dr,Antioch,TN,37013,277000,3,2.0,Hickory Highland Place,1320,11325,2003,,210,,Sold,,,https://www.redfin.com/TN/Antioch/5137-Highlander-Dr-37013/home/107989263,REALTRACS,2250701,N,Y,36.0582949,-86.6565038
PAST SALE,February-26-2021,Single Family Residential,598 Hill Creek Dr,Nashville,TN,37211,345000,4,2.0,Candlestick Farms,1799,19602,1965,,192,,Sold,,,https://www.redfin.com/TN/Nashville/598-Hill-Creek-Dr-37211/home/60845692,REALTRACS,2211213,N,Y,36.0628772,-86.7360385
PAST SALE,July-2-2021,Townhouse,7529 Kemberton Ct,Nolensville,TN,37135,305000,3,2.5,Village Of Burkitt Place,1744,1742,2007,,175,250,Sold,,,https://www.redfin.com/TN/Nolensville/7529-Kemberton-Ct-37135/home/108045794,REALTRACS,2256270,N,Y,35.9894109,-86.678243
PAST SALE,January-15-2021,Single Family Residential,889 Pin Oak Dr,Antioch,TN,37013,265000,3,2.0,Hallmark,1515,5227,2018,,175,,Sold,,,https://www.redfin.com/TN/Antioch/889-Pin-Oak-Dr-37013/unit-187/home/144425702,REALTRACS,2214575,N,Y,36.0510904,-86.5897606
PAST SALE,January-22-2021,Townhouse,917 Spence Enclave Ct,Nashville,TN,37210,249600,3,2.5,Spence Enclave,1450,871,2012,,172,110,Sold,,,https://www.redfin.com/TN/Nashville/917-Spence-Enclave-Ct-37210/home/68703136,REALTRACS,2211069,N,Y,36.153518,-86.71933
PAST SALE,September-27-2021,Single Family Residential,620 Copper Ridge Trl,Antioch,TN,37013,502000,5,4.0,Oak Highlands,4023,6969,2002,,125,15,Sold,,,https://www.redfin.com/TN/Antioch/620-Copper-Ridge-Trl-37013/home/60739833,REALTRACS,2273662,N,Y,36.0349735,-86.6810366
PAST SALE,March-4-2021,Single Family Residential,4016 Outer Dr,Nashville,TN,37204,1792500,5,5.5,Rolling Meadows,4753,20473,2018,,377,,Sold,,,https://www.redfin.com/TN/Nashville/4016-Outer-Dr-37204/home/68813016,REALTRACS,2221812,N,Y,36.1021812,-86.7823823
PAST SALE,July-8-2021,Townhouse,3567 Gondola Dr,Antioch,TN,37013,200000,2,1.5,Chelsea Of Priest Lake,1152,4791,1985,,174,,Sold,,,https://www.redfin.com/TN/Antioch/3567-Gondola-Dr-37013/home/108008141,REALTRACS,2259775,N,Y,36.082916,-86.600048
PAST SALE,April-15-2021,Single Family Residential,3916 W Valley Dr,Nashville,TN,37211,255000,3,1.0,Locustwood,1231,14810,1957,,207,,Sold,,,https://www.redfin.com/TN/Nashville/3916-W-Valley-Dr-37211/home/60794875,REALTRACS,2231167,N,Y,36.0682006,-86.7009765
PAST SALE,October-28-2021,Multi-Family (2-4 Unit),200 Tuckahoe Sq W,Nashville,TN,37207,271200,6,2.0,Tuckahoe Square,1911,14810,1985,,142,,Sold,,,https://www.redfin.com/TN/Nashville/200-Tuckahoe-Sq-W-37207/home/64815075,REALTRACS,2279516,N,Y,36.2599163,-86.7661277
PAST SALE,November-1-2021,Single Family Residential,8057 Brockman Ln,Nashville,TN,37211,515000,3,2.5,Delvin Downs,2652,8712,2019,,194,22,Sold,,,https://www.redfin.com/TN/Antioch/8057-Brockman-Ln-37211/home/146177136,REALTRACS,2295930,N,Y,36.0198269,-86.6926738
PAST SALE,January-19-2021,Townhouse,855 S Douglas Ave,Nashville,TN,37204,367000,2,2.5,Waverly Place II Townhomes,1116,435,2005,,329,189,Sold,,,https://www.redfin.com/TN/Nashville/855-S-Douglas-Ave-37204/home/108029211,REALTRACS,2201135,N,Y,36.130903,-86.779889
PAST SALE,November-9-2021,Condo/Co-op,214 Old Hickory Blvd #144,Nashville,TN,37221,201500,2,1.5,Belle Forest,1116,435,1969,,181,238,Sold,,,https://www.redfin.com/TN/Nashville/214-Old-Hickory-Blvd-37221/unit-144/home/108054372,REALTRACS,2278776,N,Y,36.0821309,-86.916924
PAST SALE,February-23-2021,Townhouse,1023 Treaty Oaks Dr,Nashville,TN,37209,405000,3,3.0,Treaty Oaks Cottages,1500,871,2017,,270,130,Sold,,,https://www.redfin.com/TN/Nashville/1023-Treaty-Oaks-Dr-37209/home/112481777,REALTRACS,2224329,N,Y,36.162335,-86.8594041
PAST SALE,December-29-2020,Single Family Residential,8008 Poplarwood Rd,Nashville,TN,37221,490000,3,3.0,Poplarwood Estates,2959,9583,1998,,166,42,Sold,,,https://www.redfin.com/TN/Nashville/8008-Poplarwood-Rd-37221/home/108043540,REALTRACS,2209127,N,Y,36.0560711,-86.9723611
PAST SALE,February-11-2021,Single Family Residential,218 Rising Sun Ter,Old Hickory,TN,37138,615000,5,3.0,Brandywine Farms,3500,43124,1974,,176,,Sold,,,https://www.redfin.com/TN/Old-Hickory/218-Rising-Sun-Ter-37138/home/60854468,REALTRACS,2217709,N,Y,36.2384041,-86.6123848
PAST SALE,February-26-2021,Single Family Residential,106 Spero Rd,Goodlettsville,TN,37072,260000,3,2.0,Blair Manor,1700,41382,1963,,153,,Sold,,,https://www.redfin.com/TN/Goodlettsville/106-Spero-Rd-37072/home/108052162,REALTRACS,2213084,N,Y,36.2894108,-86.7270395
PAST SALE,September-15-2021,Multi-Family (2-4 Unit),2504 Mcginnis Dr,Nashville,TN,37216,375000,4,2.0,Moss Rose Estates,1920,10454,1979,,195,,Sold,,,https://www.redfin.com/TN/Nashville/2504-McGinnis-Dr-37216/home/108078390,REALTRACS,2279515,N,Y,36.2005087,-86.7012057
PAST SALE,September-28-2021,Townhouse,8207 Sawyer Brown Rd Unit G2,Nashville,TN,37221,245000,2,1.5,River Plantation,1152,435,1972,,213,260,Sold,,,https://www.redfin.com/TN/Nashville/8207-Sawyer-Brown-Rd-37221/unit-G2/home/108114788,REALTRACS,2284075,N,Y,36.0750471,-86.9479915
PAST SALE,November-18-2021,Townhouse,1723 Red Jacket Dr,Antioch,TN,37013,275000,2,2.5,Barnes Crossing,1224,435,2006,,225,121,Sold,,,https://www.redfin.com/TN/Antioch/1723-Red-Jacket-Dr-37013/home/60660051,REALTRACS,2299424,N,Y,36.0317122,-86.705626
PAST SALE,April-7-2021,Single Family Residential,3033 Summercrest Trl,Antioch,TN,37013,345000,4,2.5,Summerfield Village,2688,6534,2002,,128,33,Sold,,,https://www.redfin.com/TN/Antioch/3033-Summercrest-Trl-37013/home/108115745,REALTRACS,2230077,N,Y,36.0457956,-86.6215229
PAST SALE,May-27-2021,Single Family Residential,8268 Tapoco Ln,Brentwood,TN,37027,450000,3,2.5,Culbertson View,2392,5227,2016,,188,35,Sold,,,https://www.redfin.com/TN/BRENTWOOD/8268-TAPOCO-LN-37027/home/102392945,REALTRACS,2242383,N,Y,36.008656,-86.690343
PAST SALE,April-30-2021,Single Family Residential,1241 Lighthouse Pl,Brentwood,TN,37027,558000,4,2.5,Banbury Crossing,2833,11325,2005,,197,40,Sold,,,https://www.redfin.com/TN/Brentwood/1241-Lighthouse-Pl-37027/home/68833949,REALTRACS,2239187,N,Y,36.021572,-86.7499228
PAST SALE,April-30-2021,Condo/Co-op,212 Hillsboro Pl,Nashville,TN,37215,312000,2,2.0,Hillsboro Station,1204,,1985,,259,225,Sold,,,https://www.redfin.com/TN/Nashville/212-Hillsboro-Pl-37215/home/108045744,REALTRACS,2239165,N,Y,36.1209107,-86.8054234
PAST SALE,December-18-2020,Townhouse,1103 Woodbury Falls Ct,Nashville,TN,37221,298900,3,3.0,Woodbury,1977,871,2010,,151,150,Sold,,,https://www.redfin.com/TN/Nashville/1103-Woodbury-Falls-Ct-37221/home/108046140,REALTRACS,2205668,N,Y,36.088537,-86.921953
PAST SALE,August-16-2021,Single Family Residential,1810 Fatherland St,Nashville,TN,37206,595000,3,1.5,Priest Home Place,1488,7405,1930,,400,,Sold,,,https://www.redfin.com/TN/Nashville/1810-Fatherland-St-37206/home/107996742,REALTRACS,2272515,N,Y,36.1727483,-86.7376102
PAST SALE,December-15-2020,Single Family Residential,201 Riverstone Ct,Nashville,TN,37214,214900,2,2.0,Riverstone,1140,1306,1987,,189,148,Sold,,,https://www.redfin.com/TN/Nashville/201-Riverstone-Ct-37214/home/108087135,REALTRACS,2206192,N,Y,36.1716719,-86.6543456
PAST SALE,May-12-2021,Single Family Residential,3820 Augusta Dr,Nashville,TN,37207,250000,4,2.0,Haynes Manor,2600,10454,1970,,96,,Sold,,,https://www.redfin.com/TN/Nashville/3820-Augusta-Dr-37207/home/108073369,REALTRACS,2238950,N,Y,36.2202447,-86.8152283
PAST SALE,May-28-2021,Condo/Co-op,505 Churchill Xing,Madison,TN,37115,185000,2,2.0,Churchill Crossing,1127,871,1998,,164,150,Sold,,,https://www.redfin.com/TN/Madison/505-Churchill-Xing-37115/home/107992965,REALTRACS,2242266,N,Y,36.301862,-86.689103
PAST SALE,October-2-2021,Townhouse,329 Summit Ridge Cir,Nashville,TN,37215,240000,2,2.5,Four Seasons,1298,435,1978,,185,423,Sold,,,https://www.redfin.com/TN/Nashville/329-Summit-Ridge-Cir-37215/home/108061470,REALTRACS,2264869,N,Y,36.0936828,-86.8284879
PAST SALE,,Single Family Residential,5954 Temple Rd,Nashville,TN,37221,374815,3,3.5,,2124,40075,2000,,176,,,,,https://www.redfin.com/TN/Nashville/5954-Temple-Rd-37221/home/104285352,,,N,Y,36.041489,-86.951586
PAST SALE,January-29-2021,Single Family Residential,5025 Ridge Hill Dr,Joelton,TN,37080,305000,2,1.0,Joelton,1088,375922,1964,,280,,Sold,,,https://www.redfin.com/TN/Joelton/5025-Ridge-Hill-Rd-37080/home/68817446,REALTRACS,2214790,N,Y,36.2841957,-86.9287351
PAST SALE,August-26-2021,Single Family Residential,2406 N 16th St,Nashville,TN,37206,475000,3,2.0,G A Pickups,2205,10018,2000,,215,,Sold,,,https://www.redfin.com/TN/Nashville/2406-N-16th-St-37206/home/60808740,REALTRACS,2273225,N,Y,36.1935313,-86.7368636
PAST SALE,July-19-2021,Condo/Co-op,420 Walton Ln Unit I36,Madison,TN,37115,105000,1,1.0,Quail Creek,652,871,1972,,161,265,Sold,,,https://www.redfin.com/TN/Madison/420-Walton-Ln-37115/unit-I36/home/87830884,REALTRACS,2255539,N,Y,36.2391885,-86.7290616
PAST SALE,March-31-2021,Single Family Residential,3128 Richmond Hill Dr,Nashville,TN,37207,243000,3,1.5,Parkwood Estates,1450,11325,1961,,168,,Sold,,,https://www.redfin.com/TN/Nashville/3128-Richmond-Hill-Dr-37207/home/108024616,REALTRACS,2228513,N,Y,36.2358586,-86.7789049
PAST SALE,April-16-2021,Townhouse,312 Taylor St,Nashville,TN,37208,543000,3,2.5,Corner Grocery Condominium,1690,1306,2005,,321,,Sold,,,https://www.redfin.com/TN/Nashville/312-Taylor-St-37208/home/102801889,REALTRACS,2233385,N,Y,36.178985,-86.788509
PAST SALE,September-29-2021,Single Family Residential,37 Nickleby Down,Brentwood,TN,37027,645000,4,2.5,Copperfield,4260,5662,1996,,151,65,Sold,,,https://www.redfin.com/TN/Brentwood/37-Nickleby-Down-37027/home/108057618,REALTRACS,2275002,N,Y,36.0362897,-86.7486695
PAST SALE,July-8-2021,Single Family Residential,5888 Woodlands Ave,Nashville,TN,37211,380000,4,3.0,The Woodlands,1910,7840,1992,,199,26,Sold,,,https://www.redfin.com/TN/Nashville/5888-Woodlands-Ave-37211/home/60838041,REALTRACS,2259056,N,Y,36.0374938,-86.7234238
PAST SALE,August-26-2021,Single Family Residential,921 Crownhill Dr,Nashville,TN,37217,345000,3,2.0,Hill-N-Dale Acres,1654,27878,1960,,209,,Sold,,,https://www.redfin.com/TN/Nashville/921-Crownhill-Dr-37217/home/87821653,REALTRACS,2270826,N,Y,36.1278669,-86.7207118
PAST SALE,August-4-2021,Condo/Co-op,210 Old Hickory Blvd #76,Nashville,TN,37221,180000,2,1.5,Belle Forest,1147,435,1969,,157,268,Sold,,,https://www.redfin.com/TN/Nashville/210-Old-Hickory-Blvd-37221/unit-76/home/104135380,REALTRACS,2252533,N,Y,36.0803888,-86.9182389
PAST SALE,February-19-2021,Single Family Residential,239 5th Ave N #401,Nashville,TN,37219,289000,1,1.0,Kress Lofts,635,1306,1900,,455,239,Sold,,,https://www.redfin.com/TN/Nashville/239-Rep-John-Lewis-Way-N-37219/unit-401/home/60658568,REALTRACS,2211072,N,Y,36.1642156,-86.7810476
PAST SALE,October-21-2021,Multi-Family (2-4 Unit),114C Hillcrest Dr,Madison,TN,37115,395000,4,4.0,Yowell Place,3120,21780,1945,,127,,Sold,,,https://www.redfin.com/TN/Madison/114C-Hillcrest-Dr-37115/home/103740793,REALTRACS,2280868,N,Y,36.2628315,-86.6942201
PAST SALE,November-6-2021,Single Family Residential,1006 Maplewood Pl,Nashville,TN,37216,590000,5,3.0,McMahan/Maplewood,3693,30927,1950,,160,,Sold,,,https://www.redfin.com/TN/Nashville/1006-Maplewood-Pl-37216/home/68824816,REALTRACS,2292116,N,Y,36.2271388,-86.7281786
PAST SALE,,Condo/Co-op,101 Morton Mill Cir,Nashville,TN,37221,365000,3,3.0,,2818,,1987,,130,,,,,https://www.redfin.com/TN/Nashville/101-Morton-Mill-Cir-37221/home/60790949,,,N,Y,36.065512,-86.9578049
PAST SALE,February-11-2021,Single Family Residential,296 Paragon Mills Rd,Nashville,TN,37211,280600,3,2.0,Greenwood Hills,1368,11325,1976,,205,,Sold,,,https://www.redfin.com/TN/Nashville/296-Paragon-Mills-Rd-37211/home/69079364,REALTRACS,2222005,N,Y,36.0876735,-86.7113729
PAST SALE,December-21-2020,Single Family Residential,8109 Poplarwood Ln,Nashville,TN,37221,625000,4,3.0,Poplarwood,3684,10018,1998,,170,,Sold,,,https://www.redfin.com/TN/Nashville/8109-Poplarwood-Ln-37221/home/103954612,REALTRACS,2210836,N,Y,36.0550632,-86.9736319
PAST SALE,October-15-2021,Single Family Residential,629 Westboro Dr,Nashville,TN,37209,349900,3,2.0,Charlotte Park,1092,7405,1983,,320,,Sold,,,https://www.redfin.com/TN/Nashville/629-Westboro-Dr-37209/home/107985214,REALTRACS,2287531,N,Y,36.1542391,-86.8784248
PAST SALE,February-26-2021,Single Family Residential,2241 Seven Points Cir,Hermitage,TN,37076,449900,4,3.5,Meadows Of Seven Points,3114,13503,2006,,144,19,Sold,,,https://www.redfin.com/TN/Hermitage/2241-Seven-Points-Cir-37076/home/108071119,REALTRACS,2222066,N,Y,36.148627,-86.5746896
PAST SALE,December-18-2020,Townhouse,1008 Patio Dr,Nashville,TN,37214,190000,2,1.5,Patio Villa,1020,6098,1986,,186,,Sold,,,https://www.redfin.com/TN/Nashville/1008-Patio-Dr-37214/home/108036576,REALTRACS,2206673,N,Y,36.1456302,-86.6404781
PAST SALE,May-28-2021,Single Family Residential,1014A Burchwood,Nashville,TN,37216,620000,3,2.5,The Cottages,2408,3920,2016,,257,,Sold,,,https://www.redfin.com/TN/Nashville/1014-Burchwood-Ave-37216/unit-A/home/112379481,REALTRACS,2244929,N,Y,36.2015858,-86.742541
PAST SALE,February-4-2021,Single Family Residential,4812 Medalist Cir,Hermitage,TN,37076,487900,4,2.5,The Reserve At Stone Hall,2752,9583,2015,,177,63,Sold,,,https://www.redfin.com/TN/Hermitage/4812-Medalist-Cir-37076/home/68550395,REALTRACS,2213111,N,Y,36.1917245,-86.6368215
PAST SALE,August-15-2021,Condo/Co-op,1315 Litton Ave,Nashville,TN,37216,580000,3,2.0,1315 Litton Avenue Townhom,1861,1742,2017,,312,,Sold,,,https://www.redfin.com/TN/Nashville/1315-Litton-Ave-37216/home/143812475,REALTRACS,2257381,N,Y,36.2020674,-86.7334376
PAST SALE,May-27-2021,Single Family Residential,205 Garner Ave,Madison,TN,37115,305000,3,2.5,Overlook/Kennaston Estates,1550,6534,2004,,197,,Sold,,,https://www.redfin.com/TN/Madison/205-Garner-Ave-37115/home/106022481,REALTRACS,2243121,N,Y,36.270258,-86.7087786
PAST SALE,September-29-2021,Single Family Residential,1600B Knowles St,Nashville,TN,37208,495000,3,2.5,Underwood,2113,6098,2019,,234,,Sold,,,https://www.redfin.com/TN/Nashville/1600B-Knowles-St-37208/home/146986678,REALTRACS,2284030,N,Y,36.1734346,-86.8041251
PAST SALE,August-26-2021,Single Family Residential,101 Echo Hill Blvd,Goodlettsville,TN,37072,426000,3,2.5,Echo Hill Estates,2546,12632,1989,,167,35,Sold,,,https://www.redfin.com/TN/Goodlettsville/101-Echo-Hill-Blvd-37072/home/83677441,REALTRACS,2272646,N,Y,36.2959011,-86.7393193
PAST SALE,August-26-2021,Townhouse,513 Almonte Ct,Nashville,TN,37215,810000,3,3.5,The Hillsborough,3194,1742,1986,,254,488,Sold,,,https://www.redfin.com/TN/Nashville/513-Almonte-Ct-37215/home/60659120,REALTRACS,2274756,N,Y,36.0917619,-86.8292703
PAST SALE,August-6-2021,Single Family Residential,605 Chesterfield Way,Nashville,TN,37212,575000,3,3.5,The Chesterfield,2006,871,2013,,287,110,Sold,,,https://www.redfin.com/TN/Nashville/605-Chesterfield-Way-37212/home/105523805,REALTRACS,2268666,N,Y,36.1318109,-86.8167918
PAST SALE,April-22-2021,Townhouse,500 Paragon Mills Rd Unit E2,Nashville,TN,37211,175000,2,1.5,Canterbury Hall,986,435,1969,,177,215,Sold,,,https://www.redfin.com/TN/Nashville/500-Paragon-Mills-Rd-37211/unit-E2/home/87823121,REALTRACS,2235526,N,Y,36.0888067,-86.7256639
PAST SALE,October-26-2021,Condo/Co-op,2025 Woodmont Blvd #242,Nashville,TN,37215,215550,1,1.0,Hillmont Condominiums,623,435,1995,,346,460,Sold,,,https://www.redfin.com/TN/Nashville/2025-Woodmont-Blvd-37215/unit-242/home/79143296,REALTRACS,2298498,N,Y,36.1133465,-86.8103463
PAST SALE,December-9-2020,Single Family Residential,710 Old Glenrose Ave,Nashville,TN,37210,346750,3,2.0,730 Old Glenrose Ave,1723,13503,1922,,201,,Sold,,,https://www.redfin.com/TN/Nashville/710-Old-Glenrose-Ave-37210/home/87806087,REALTRACS,2158980,N,Y,36.1196041,-86.7286901
PAST SALE,July-9-2021,Single Family Residential,2210 Lebanon Pike,Nashville,TN,37214,499900,3,2.5,Four Acres,3159,44431,1951,,158,,Sold,,,https://www.redfin.com/TN/Nashville/2210-Lebanon-Pike-37214/home/108025276,REALTRACS,2255023,N,Y,36.1681441,-86.6933691
PAST SALE,July-14-2021,Townhouse,8664 Gauphin Pl,Nashville,TN,37211,308000,2,1.5,Lenox Village,1404,1742,2005,,219,145,Sold,,,https://www.redfin.com/TN/Nashville/8664-Gauphin-Pl-37211/home/68702627,REALTRACS,2261146,N,Y,36.023192,-86.7071969
PAST SALE,October-29-2021,Condo/Co-op,214 Highland Villa Cir,Nashville,TN,37211,286000,3,2.5,Highland Villa,1624,871,1986,,176,250,Sold,,,https://www.redfin.com/TN/Nashville/214-Highland-Villa-Cir-37211/home/60653044,REALTRACS,2290957,N,Y,36.0412726,-86.7381738
PAST SALE,August-20-2021,Condo/Co-op,2197 Nolensville Pike #316,Nashville,TN,37211,210000,1,1.0,Park At Melrose Heights,675,871,2014,,311,142,Sold,,,https://www.redfin.com/TN/Nashville/2197-Nolensville-Pike-37211/unit-316/home/102803773,REALTRACS,2265251,N,Y,36.126547,-86.7540903
PAST SALE,September-22-2021,Single Family Residential,6343 Clarksville Pike,Joelton,TN,37080,262200,3,2.0,Joelton,1446,148104,1930,,181,,Sold,,,https://www.redfin.com/TN/Joelton/6343-Clarksville-Pike-37080/home/108071962,REALTRACS,2277240,N,Y,36.3185983,-86.8923702
