"address/city","address/community","address/neighborhood","address/state","address/streetAddress","address/subdivision","address/zipcode","bathrooms","bedrooms","currency","description","homeStatus","latitude","livingArea","longitude","photos/0","photos/1","photos/2","photos/3","photos/4","photos/5","photos/6","photos/7","photos/8","photos/9","photos/10","photos/11","photos/12","photos/13","photos/14","photos/15","photos/16","photos/17","photos/18","photos/19","photos/20","photos/21","photos/22","photos/23","photos/24","photos/25","photos/26","photos/27","photos/28","photos/29","photos/30","photos/31","photos/32","photos/33","photos/34","photos/35","photos/36","photos/37","photos/38","photos/39","photos/40","photos/41","photos/42","photos/43","photos/44","photos/45","photos/46","photos/47","photos/48","photos/49","photos/50","photos/51","photos/52","photos/53","photos/54","photos/55","photos/56","photos/57","photos/58","photos/59","photos/60","price","url","yearBuilt"
"Nashville",,,"TN","325 Pullen Ave",,"37207","2","3","USD","Completely renovated craftsman home conveniently located near East Nashville & Downtown. Open concept living with an amazing kitchen that includes quartz counter tops, marble backslash & gas range.  New windows, roof, bamboo floors, HVAC & water heater. Fully fenced in back yard with alley access. Must-see custom designed primary bed and bath with vaulted ceilings and walk-out balcony.","RECENTLY_SOLD","36.200615","1530","-86.764","https://photos.zillowstatic.com/fp/3b3181ced5202f013bcf8eb873f4bd6b-p_f.jpg","https://photos.zillowstatic.com/fp/04db80f9e60d647fe58583fc43fda229-p_f.jpg","https://photos.zillowstatic.com/fp/bf6ec7f38e312be81d7524a8b146ace2-p_f.jpg","https://photos.zillowstatic.com/fp/d8d7568f354cd277c3bebfd9cc236d15-p_f.jpg","https://photos.zillowstatic.com/fp/849cfec68352bf7d84dee2ffe8c28d46-p_f.jpg","https://photos.zillowstatic.com/fp/efe7a5e75619f6986b18e5c087086c0a-p_f.jpg","https://photos.zillowstatic.com/fp/db81cf0ce2ee80c985ebde6183e9dace-p_f.jpg","https://photos.zillowstatic.com/fp/aa6b0190e7f366a5ae14b5a4d1049266-p_f.jpg","https://photos.zillowstatic.com/fp/1ac69bae0bc8613e793e477b5ccfbd2e-p_f.jpg","https://photos.zillowstatic.com/fp/afcc0b3737d0b66bd28f7d961f10ffe0-p_f.jpg","https://photos.zillowstatic.com/fp/baf374e9449efbeb1bf8bedf9a30c78d-p_f.jpg","https://photos.zillowstatic.com/fp/40ee2f0d3eb3004fc1eea701dcad1dcf-p_f.jpg","https://photos.zillowstatic.com/fp/3aa606a351e47d50059d130a13a1ed10-p_f.jpg","https://photos.zillowstatic.com/fp/ede22d6c90ee39563719532ee269c218-p_f.jpg","https://photos.zillowstatic.com/fp/f3c0ec8103742873d5352155d4f09ad0-p_f.jpg","https://photos.zillowstatic.com/fp/c496b00bd60e5edb87b107157acfe2d7-p_f.jpg","https://photos.zillowstatic.com/fp/b58a28420c179a7e6ed5876354858b17-p_f.jpg","https://photos.zillowstatic.com/fp/378f210f5b660ef160fae9cab01d6dcb-p_f.jpg","https://photos.zillowstatic.com/fp/62ea51663897bd75743ad8821d1a9c3e-p_f.jpg","https://photos.zillowstatic.com/fp/d9d873013b84e279d571b2e8ce0f98e6-p_f.jpg","https://photos.zillowstatic.com/fp/9918f2f20e9810c3deff24abad46b008-p_f.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"499000","https://www.zillow.com/homedetails/325-Pullen-Ave-Nashville-TN-37207/41083942_zpid/","1940"
"Antioch",,,"TN","4220 October Woods Dr",,"37013","3","3","USD","This beautiful 3 Bedrooms and 2.5  baths ALL BRICK home is located in highly desirable October Woods neighborhood. Lots of closet space, & storage. Fireplace is gas or wood burning. Over-sized garage, and is side entry, giving home GREAT curb-appeal. Easy access to I-24 and Shopping centers!! Won't last at this price!!!  Professional Photos coming soon!","FOR_SALE","36.00741","2917","-86.63057","https://photos.zillowstatic.com/fp/8e9ced235027809f717a476c1e05293f-p_f.jpg","https://photos.zillowstatic.com/fp/def380ffc27f8a5257b449ed72b4badc-p_f.jpg","https://photos.zillowstatic.com/fp/d1507fc75ade4d682500b46cb081d0d2-p_f.jpg","https://photos.zillowstatic.com/fp/d1507fc75ade4d682500b46cb081d0d2-p_f.jpg","https://photos.zillowstatic.com/fp/59ae03f023a3ee5d3cef8eace412d60e-p_f.jpg","https://photos.zillowstatic.com/fp/7eadda42703a570a07f29eef743841ce-p_f.jpg","https://photos.zillowstatic.com/fp/65c31d18f8f20b3a8f816c2205e09408-p_f.jpg","https://photos.zillowstatic.com/fp/7da61f9ae8154bfcdf47b97c8ec003fe-p_f.jpg","https://photos.zillowstatic.com/fp/0c12fa254bd25bc7b1bccbcd1fc14bdb-p_f.jpg","https://photos.zillowstatic.com/fp/5c5110d2bfe030fcb1141c2c0de39feb-p_f.jpg","https://photos.zillowstatic.com/fp/08170125ebb53fd44545bfb8ecf22778-p_f.jpg","https://photos.zillowstatic.com/fp/dd11f9a63e5bb47a73c3ac372da523de-p_f.jpg","https://photos.zillowstatic.com/fp/f029d3c503b5642540ec06b475ab5569-p_f.jpg","https://photos.zillowstatic.com/fp/5a26c999b08832e654098224b7c7f675-p_f.jpg","https://photos.zillowstatic.com/fp/bc996321f038270bc2086207c403a791-p_f.jpg","https://photos.zillowstatic.com/fp/6f18ed5a441e8bca0478e9bd986814b9-p_f.jpg","https://photos.zillowstatic.com/fp/8de482cdd5a307b5ea883eb3932a6081-p_f.jpg","https://photos.zillowstatic.com/fp/e0c1fc7e7157d0526216db7fd9c3e680-p_f.jpg","https://photos.zillowstatic.com/fp/f836f64385b33126fcf3d5cdd997b887-p_f.jpg","https://photos.zillowstatic.com/fp/4f342f19212d9544e3c76060fceb168b-p_f.jpg","https://photos.zillowstatic.com/fp/887ea47eecd5e3ad997737296ab82de2-p_f.jpg","https://photos.zillowstatic.com/fp/be0c493f2a404132f8a70ce9996ea451-p_f.jpg","https://photos.zillowstatic.com/fp/a25941980ccd1d6ac1c621dd2e00fc94-p_f.jpg","https://photos.zillowstatic.com/fp/c16a41addd12efe6a7a99f38d7d48597-p_f.jpg","https://photos.zillowstatic.com/fp/1dfd1315f08f6f961a918ffb1aed5bb2-p_f.jpg","https://photos.zillowstatic.com/fp/c16a41addd12efe6a7a99f38d7d48597-p_f.jpg","https://photos.zillowstatic.com/fp/bb85474b1662b028ed53dc0e10345d4c-p_f.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"415000","https://www.zillow.com/homedetails/4220-October-Woods-Dr-Antioch-TN-37013/50587665_zpid/","2000"
"Nashville",,,"TN","941 W Greenwood Ave",,"37206","2","3","USD","OFFER DEADLINE 4pm Friday. Amazing rehab opportunity! Located down the street from the new Publix, Coffee shops and restaurants, this home has great bones, hardwood floors and lots of charm, just needs some love. 3/2 1800 Sq ft. plus Floored attic expansion, SO MUCH POTENTIAL. Den could be 4th bedroom.","RECENTLY_SOLD","36.191235","1805","-86.751465","https://photos.zillowstatic.com/fp/39b084677dde3e990342023787d2b82c-p_f.jpg","https://photos.zillowstatic.com/fp/f7134f068fb4c418c61a21d1917ffae9-p_f.jpg","https://photos.zillowstatic.com/fp/f29e6a809cb4f2b596353f1fcaa648fb-p_f.jpg","https://photos.zillowstatic.com/fp/4624c39751c3c97a92c7c883c157313b-p_f.jpg","https://photos.zillowstatic.com/fp/6cea9e9fc47885ae3ae6f59f853bf4c8-p_f.jpg","https://photos.zillowstatic.com/fp/43c081e90f09f5aded8af37cc84f4707-p_f.jpg","https://photos.zillowstatic.com/fp/cf5a6273ae7d5aeb07f0d22b91d71bd8-p_f.jpg","https://photos.zillowstatic.com/fp/f3493f86ccadfb56e59b24aadc1fd800-p_f.jpg","https://photos.zillowstatic.com/fp/db87dc0a49362d675dfbcdd8b5a4fc03-p_f.jpg","https://photos.zillowstatic.com/fp/8fe4259fe1ab5975556d3757321310f5-p_f.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"391000","https://www.zillow.com/homedetails/941-W-Greenwood-Ave-Nashville-TN-37206/71264183_zpid/","1949"
"Joelton",,,"TN","7446 Whites Creek Pike",,"37080","3","3","USD","Remodeled and waiting on you!  New LVT in Living Room, Kitchen and Bedrooms.  New granite counter top.  Stainless appliances.  New lights.  3 full baths.  New deck out back.  Large yard.  Sits far off road.","FOR_SALE","36.33161","1515","-86.8681","https://photos.zillowstatic.com/fp/5e9cf99eef0364e398f279f20a0597e6-p_f.jpg","https://photos.zillowstatic.com/fp/b3d15571330a9c98237051943b506833-p_f.jpg","https://photos.zillowstatic.com/fp/12755a530cfc5f43f195708215ebb332-p_f.jpg","https://photos.zillowstatic.com/fp/7890d514a5e22cd9c4307eaa2c978c78-p_f.jpg","https://photos.zillowstatic.com/fp/77dc5112a64f0b9d50e0aef97c35bbb3-p_f.jpg","https://photos.zillowstatic.com/fp/27777c42f0caf90aa11afb497ae10612-p_f.jpg","https://photos.zillowstatic.com/fp/8f585fbc0e2126a9ca170f34376add35-p_f.jpg","https://photos.zillowstatic.com/fp/6fae4a36c9b4d6177281503b411f5979-p_f.jpg","https://photos.zillowstatic.com/fp/af993831091cc90866d1ae30670bff01-p_f.jpg","https://photos.zillowstatic.com/fp/9b4b258d5d41e0fc96d7814ea7454241-p_f.jpg","https://photos.zillowstatic.com/fp/8885a04fe1d6a7b125ed68d4d0362cca-p_f.jpg","https://photos.zillowstatic.com/fp/7df26144a4bed81c2cf04bc0bf670ead-p_f.jpg","https://photos.zillowstatic.com/fp/424db71acec753097e35b82c98478113-p_f.jpg","https://photos.zillowstatic.com/fp/7cbacf8c8b035544a7b21b9d4caf846e-p_f.jpg","https://photos.zillowstatic.com/fp/ce33d1b2ca68223cf86ab5ca4600f2c7-p_f.jpg","https://photos.zillowstatic.com/fp/b04e749a80d7507ddbcd2691ee7a2c6d-p_f.jpg","https://photos.zillowstatic.com/fp/2be7e54ecbf84ab8ffa6c753c490536a-p_f.jpg","https://photos.zillowstatic.com/fp/52fd0facde27f6e903c8c0b6cff268bd-p_f.jpg","https://photos.zillowstatic.com/fp/4fdb6a6f48850bd0c1e32a52017cccd9-p_f.jpg","https://photos.zillowstatic.com/fp/7f22b7d9533fd1d18c51302d53a15a87-p_f.jpg","https://photos.zillowstatic.com/fp/a98252acc6c1ed1d23210663fda636cd-p_f.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"349900","https://www.zillow.com/homedetails/7446-Whites-Creek-Pike-Joelton-TN-37080/41049011_zpid/","1981"
"Nashville",,,"TN","2002 Manchester Ave",,"37218","4","3","USD","Priceless downtown Nashville skyline views! Manchester Heights is a private 8 home enclave with easy Interstate access. Convenient to downtown. Quality new construction. Two car garage! Chef's kitchen with stainless appliances. Quartz, Custom Cabinets, and hardwoods throughout. Gas range. Open floor plan. Luxurious Master Suite.","FOR_SALE","36.19403","1752","-86.83543","https://photos.zillowstatic.com/fp/7e6fc3449ad61634fb007e075c1d952a-p_f.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"550000","https://www.zillow.com/homedetails/2002-Manchester-Ave-Nashville-TN-37218/2067070925_zpid/","2021"
"Hermitage",,,"TN","653 Belgium Dr",,"37076","2","3","USD","Comp Purposes","RECENTLY_SOLD","36.203045","1300","-86.59755","https://photos.zillowstatic.com/fp/e4d060fd947334ce49d17da127c9a4e2-p_f.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"338116","https://www.zillow.com/homedetails/653-Belgium-Dr-Hermitage-TN-37076/71260876_zpid/","2005"
"Nashville",,,"TN","836 Brook Hollow Rd",,"37205","3","3","USD","An excellent opportunity for an addition/ tear down / new build on a pristine 1-acre lot in highly sought-after Hillwood.  You can also elect to live in this perfect West Meade charmer, which includes 3 bedrooms, 2.5 baths. This home is an all brick ranch home that was fully renovated recently and includes hardwood floors, granite countertops, and stainless steel appliances. Fresh interior & exterior paint, large screened-in porch with gas fireplace, and a brick patio perfect for entertaining!","FOR_SALE","36.131927","1548","-86.882774","https://photos.zillowstatic.com/fp/bfbaf5c0ff2c9ca64dcc9753e3967d2d-p_f.jpg","https://photos.zillowstatic.com/fp/dae2d6d37b84c323632fd2ade932c3b1-p_f.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"750000","https://www.zillow.com/homedetails/836-Brook-Hollow-Rd-Nashville-TN-37205/41124975_zpid/","1956"
"Nashville",,,"TN","536 Wesley Ave",,"37207","1","2","USD","This 1940's cottage is full of charm! The home has an open floor plan, beautifully refinished hardwood floors, transom windows, and storage cabinets throughout. Plus, a large, fenced, and serene backyard ... with so much potential. The backyard is very private. Unbeatable location! An easy 10-minute drive to the heart of downtown Nashville. Conveniently located near the Trinity Lane exit off Ellington Parkway. Brand new roof (November 2021).","RECENTLY_SOLD","36.20575","978","-86.7534","https://photos.zillowstatic.com/fp/ba7cd80b604826db9a2703edd8acee2b-p_f.jpg","https://photos.zillowstatic.com/fp/f134d57a755532838e3108001dfdc300-p_f.jpg","https://photos.zillowstatic.com/fp/4a731f9e462385b4766284e663f10796-p_f.jpg","https://photos.zillowstatic.com/fp/ab09b02ae360002c6aa744c2261352f7-p_f.jpg","https://photos.zillowstatic.com/fp/5631cb33b9a6d90a43fc4888624f90af-p_f.jpg","https://photos.zillowstatic.com/fp/36c1950712c1f3f2410fa284311a7b22-p_f.jpg","https://photos.zillowstatic.com/fp/96a530be46da3c82263b88ff97e90eaa-p_f.jpg","https://photos.zillowstatic.com/fp/ebcb7c06c80557f3d997df73f5171f51-p_f.jpg","https://photos.zillowstatic.com/fp/44a9e5515ec46f7e0012333898e599de-p_f.jpg","https://photos.zillowstatic.com/fp/de8962eab54d7f1dcf74a101f2e9353b-p_f.jpg","https://photos.zillowstatic.com/fp/990882da14adb2cb570ba533a748d692-p_f.jpg","https://photos.zillowstatic.com/fp/48dc3b7e85194806e8c43c3a87da3069-p_f.jpg","https://photos.zillowstatic.com/fp/439d03c17b7465dead29149981993a98-p_f.jpg","https://photos.zillowstatic.com/fp/fcdfefcc826b72a7d0a56e4a21812250-p_f.jpg","https://photos.zillowstatic.com/fp/57867fb130767a7010dea7f3088315c4-p_f.jpg","https://photos.zillowstatic.com/fp/7e31c9b51ce538b220891d8cdecf1523-p_f.jpg","https://photos.zillowstatic.com/fp/bf21b20e4f5fe36960292465507d071f-p_f.jpg","https://photos.zillowstatic.com/fp/e20be7612d0beb7f564b2163abb96bdc-p_f.jpg","https://photos.zillowstatic.com/fp/5c00140953d142b884eb54e2f762201b-p_f.jpg","https://photos.zillowstatic.com/fp/b6955f6d1e1163c2a3acfb0e198bca1e-p_f.jpg","https://photos.zillowstatic.com/fp/5d6f94726b344e069eaf80a76df2d701-p_f.jpg","https://photos.zillowstatic.com/fp/e7ba2de59655e07e98c9c9a6eba636ec-p_f.jpg","https://photos.zillowstatic.com/fp/71643556e5dfd0a9039cc6504d33e7c0-p_f.jpg","https://photos.zillowstatic.com/fp/8838717f3e185745c6406d4db49fcfe0-p_f.jpg","https://photos.zillowstatic.com/fp/98699c574d78c12ef8233c7c4aeab86a-p_f.jpg","https://photos.zillowstatic.com/fp/3874b8499a0dfe3cacc3ae39374039e4-p_f.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"340000","https://www.zillow.com/homedetails/536-Wesley-Ave-Nashville-TN-37207/41083503_zpid/","1949"
"Nashville",,,"TN","1904 Hutton Dr #A",,"37210","3","3","USD","Amazing new home built by reputable builder, Ridgemont Homes! Home features include a dream kitchen, beautiful trim & shiplap accents throughout, beams in the living area, covered back porch, huge backyard and more! Conveniently located close to Downtown and the new MLS Stadium. This is the home that you've been waiting for!","FOR_SALE","36.132385","2145","-86.751175","https://photos.zillowstatic.com/fp/69644b05f4c60efc8f67de940bb90189-p_f.jpg","https://photos.zillowstatic.com/fp/f1a7beda8ab81fbd37803f71b5d2c20b-p_f.jpg","https://photos.zillowstatic.com/fp/062063ffba878a950bf88fba407ed39f-p_f.jpg","https://photos.zillowstatic.com/fp/59bab7c7da9830f52a87629b6632d059-p_f.jpg","https://photos.zillowstatic.com/fp/6e265ba738b4d70ce643f86db6ffb2a0-p_f.jpg","https://photos.zillowstatic.com/fp/19ea7b28762149474570fd0d9d8650be-p_f.jpg","https://photos.zillowstatic.com/fp/0204f7d097417658cd44d53c2a8f080e-p_f.jpg","https://photos.zillowstatic.com/fp/e52d3dddff17a8ab6cc56e287fcc96e2-p_f.jpg","https://photos.zillowstatic.com/fp/77277618f96af78f9841a791274cd6a9-p_f.jpg","https://photos.zillowstatic.com/fp/9c7c39f59db1a4b99e58fb2462ddcc2c-p_f.jpg","https://photos.zillowstatic.com/fp/11cc69aa34d4ad1eb62bbd4acb839fa0-p_f.jpg","https://photos.zillowstatic.com/fp/6e7fa6c84b400108eff21afa96716c7a-p_f.jpg","https://photos.zillowstatic.com/fp/800e85c395a29f7385ce4b7eab81a159-p_f.jpg","https://photos.zillowstatic.com/fp/c415ef9534f53f03629dde6d0d9a11b4-p_f.jpg","https://photos.zillowstatic.com/fp/3a91e5e81e1bc5585ea8a2bc1fd227f0-p_f.jpg","https://photos.zillowstatic.com/fp/a2e8366f6410145b21b0c33f0470ad89-p_f.jpg","https://photos.zillowstatic.com/fp/acc0b7c32530b34b630f27d643049331-p_f.jpg","https://photos.zillowstatic.com/fp/9001403e67572c81cb7cfc3226913434-p_f.jpg","https://photos.zillowstatic.com/fp/9832755c459e07012297761e440b349d-p_f.jpg","https://photos.zillowstatic.com/fp/01c789d51892b731fd57b868ea3a3cd8-p_f.jpg","https://photos.zillowstatic.com/fp/a4166e41339cd9ba2202772d6a1ed002-p_f.jpg","https://photos.zillowstatic.com/fp/b9f639bae87ec21a6a626bd9342b6879-p_f.jpg","https://photos.zillowstatic.com/fp/300aa665244b8a88158d8616a586a016-p_f.jpg","https://photos.zillowstatic.com/fp/57308405bae1d1b9d64a83667ffbbbf5-p_f.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"710000","https://www.zillow.com/homedetails/1904-Hutton-Dr-A-Nashville-TN-37210/2067854256_zpid/","2021"
"Nashville",,,"TN","4002 Burrus St",,"37216","3","3","USD","This wonderful 3 bedroom, 2.5 bath home is in a great location! Walking distance to a coffee shop! Built in 2019, it has an open plan on the first floor, great for entertaining. The privacy fence also makes it perfect for backyard fun!","RECENTLY_SOLD","36.220814","1886","-86.73046","https://photos.zillowstatic.com/fp/e6d6a37ea947843c70cfd3af626ec068-p_f.jpg","https://photos.zillowstatic.com/fp/7a10ac57ec54d5c36cd4f1c4dbd2cabe-p_f.jpg","https://photos.zillowstatic.com/fp/d48d1d9fa5cb579fb84d6199ec56478b-p_f.jpg","https://photos.zillowstatic.com/fp/cd775e1850a1c009c955b054f79bde4a-p_f.jpg","https://photos.zillowstatic.com/fp/39858b9da3d1bfc50ce487ec8b2b014b-p_f.jpg","https://photos.zillowstatic.com/fp/ebc385e38549d840a1d7bda363ce6b13-p_f.jpg","https://photos.zillowstatic.com/fp/e02a85a84204f8dc6777c8845267805c-p_f.jpg","https://photos.zillowstatic.com/fp/d5fce50849f0ad59122645e2d44f9535-p_f.jpg","https://photos.zillowstatic.com/fp/75c4ba84ac14825323e73624f0ef4c7a-p_f.jpg","https://photos.zillowstatic.com/fp/87bcc204b1d1912f629610d24354d1a0-p_f.jpg","https://photos.zillowstatic.com/fp/0404a07010569a5217405dfb6cfe20c8-p_f.jpg","https://photos.zillowstatic.com/fp/e7cdbb593b57aa0979d063f66c21d8de-p_f.jpg","https://photos.zillowstatic.com/fp/dcbc9019a1400ffc4aa7e74b0799d270-p_f.jpg","https://photos.zillowstatic.com/fp/e45ff0dc52ca4a3643898d7241e272bc-p_f.jpg","https://photos.zillowstatic.com/fp/538a7a6399df30016692b73b17eba02c-p_f.jpg","https://photos.zillowstatic.com/fp/9d6a1d756b4455433f4da985a658b749-p_f.jpg","https://photos.zillowstatic.com/fp/44f97571ee7b223dd57564fc5a26b1cc-p_f.jpg","https://photos.zillowstatic.com/fp/1b6eb7666de72822170084ca7eadd6f2-p_f.jpg","https://photos.zillowstatic.com/fp/7acc41b8f9d9dbb82b753f9d46e4de2b-p_f.jpg","https://photos.zillowstatic.com/fp/c9a7210e21fb9a5682c2b923d9f15613-p_f.jpg","https://photos.zillowstatic.com/fp/a00034df700bc39d420baec623647176-p_f.jpg","https://photos.zillowstatic.com/fp/61632d6b5b8262adfa4ee30fc9798e24-p_f.jpg","https://photos.zillowstatic.com/fp/2e2c57e35ce836155557af01100224f4-p_f.jpg","https://photos.zillowstatic.com/fp/2fed4dfd015bbaba355a116a55274a80-p_f.jpg","https://photos.zillowstatic.com/fp/ca236a7353886c0d7f1787d2f2603db2-p_f.jpg","https://photos.zillowstatic.com/fp/2e4db6ffa2fcaffb2a1916cf1c828019-p_f.jpg","https://photos.zillowstatic.com/fp/769a90e57037a1a84ccca0257b09f829-p_f.jpg","https://photos.zillowstatic.com/fp/2f60627697f195913d4c9ca1382d5253-p_f.jpg","https://photos.zillowstatic.com/fp/03820707e91376ad084f60bc447c1c3b-p_f.jpg","https://photos.zillowstatic.com/fp/5cbca375de4b43fdb30522c81d2bff4f-p_f.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"551000","https://www.zillow.com/homedetails/4002-Burrus-St-Nashville-TN-37216/296611125_zpid/","2019"
"Nashville",,,"TN","849 Cherokee Ave #9",,"37207","4","3","USD","Priced to move FULLY FURNISHED great NOO STR.  Durable/luxury finishes and all hardwood floors. Turn key.","RECENTLY_SOLD","36.201504","1802","-86.75161","https://photos.zillowstatic.com/fp/2124454563b83d2fefc2f6dbca8dbb52-p_f.jpg","https://photos.zillowstatic.com/fp/bf5bfa342bff7b4c5c11d4e039b0bcf0-p_f.jpg","https://photos.zillowstatic.com/fp/b00ad15d32a6ee0e9a219257a1349e71-p_f.jpg","https://photos.zillowstatic.com/fp/6b98bc9bf916c756a3dc00674feaa16a-p_f.jpg","https://photos.zillowstatic.com/fp/541c6e788c597d0e3cc96d8e679c4b5c-p_f.jpg","https://photos.zillowstatic.com/fp/0f5593eed16a69c140d6ecff3a26b5a8-p_f.jpg","https://photos.zillowstatic.com/fp/2cda2730b1253394365c4abec043bd20-p_f.jpg","https://photos.zillowstatic.com/fp/c0410f4a5da538ff6b5ddadc3bbbc586-p_f.jpg","https://photos.zillowstatic.com/fp/8f195075621ae5eb6f03729927a55607-p_f.jpg","https://photos.zillowstatic.com/fp/7b864216fa73b7ce12475d4c30f04994-p_f.jpg","https://photos.zillowstatic.com/fp/000dd079ea0ab2ae8c25115867067e8e-p_f.jpg","https://photos.zillowstatic.com/fp/5f40330703250f44ca417f4adfefed10-p_f.jpg","https://photos.zillowstatic.com/fp/c8669d8637fd09ebdaf67b2071c348f2-p_f.jpg","https://photos.zillowstatic.com/fp/be31c81269d2339fcd89656686254090-p_f.jpg","https://photos.zillowstatic.com/fp/c86b25e0c368718aed7d2128cc8d706c-p_f.jpg","https://photos.zillowstatic.com/fp/db7cb9c2a2c060df6021a9d95b23d62e-p_f.jpg","https://photos.zillowstatic.com/fp/5ff7cfe5cf2fa733affae0d0dddb45a8-p_f.jpg","https://photos.zillowstatic.com/fp/597c722fe59f496cecdb6d2bd75f3864-p_f.jpg","https://photos.zillowstatic.com/fp/d30d33db9f971fa714f6a8e1621abfd6-p_f.jpg","https://photos.zillowstatic.com/fp/dc64588fdcf295d634114c8fe841f633-p_f.jpg","https://photos.zillowstatic.com/fp/d5015e0afc3c326a2eb73cb2ddb0ccfe-p_f.jpg","https://photos.zillowstatic.com/fp/b1cc0040e56a6e1f1d09ec670761e23a-p_f.jpg","https://photos.zillowstatic.com/fp/8461e4131f2f15388fec6bd27974787c-p_f.jpg","https://photos.zillowstatic.com/fp/d93adbec4c9106895d73f296ae3bbff2-p_f.jpg","https://photos.zillowstatic.com/fp/a3e38c3c8ccf163f38a0b7661279b820-p_f.jpg","https://photos.zillowstatic.com/fp/160ffaf34511f70aadfd0e0899628690-p_f.jpg","https://photos.zillowstatic.com/fp/f5fc428aa7d1cddf9281c45bc4a36c1b-p_f.jpg","https://photos.zillowstatic.com/fp/aee0ca996c092e96f7447d72a627371d-p_f.jpg","https://photos.zillowstatic.com/fp/4b1224749bfbc8cc2b4c53c9b22b9abe-p_f.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"480000","https://www.zillow.com/homedetails/849-Cherokee-Ave-9-Nashville-TN-37207/333212556_zpid/","2020"
